time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150207:1946,0.0,0.0,0.0,0.0,0.0,23.23,2.21,0.0
20150207:2046,0.0,0.0,0.0,0.0,0.0,22.93,1.79,0.0
20150207:2146,0.0,0.0,0.0,0.0,0.0,22.29,1.31,0.0
20150207:2246,0.0,0.0,0.0,0.0,0.0,22.57,0.97,0.0
20150207:2346,0.0,0.0,0.0,0.0,0.0,21.94,1.1,0.0
20150208:0046,0.0,0.0,0.0,0.0,0.0,21.09,1.31,0.0
20150208:0146,98.77,101.71,55.6,0.39,8.85,21.78,1.31,0.0
20150208:0246,285.59,220.92,153.39,1.1,22.59,24.63,1.66,0.0
20150208:0346,522.28,536.63,139.71,2.01,35.76,25.88,2.34,0.0
20150208:0446,646.55,660.18,190.24,2.59,47.8,26.79,2.69,0.0
20150208:0546,734.02,776.15,203.33,3.01,57.45,27.56,3.03,0.0
20150208:0646,768.54,821.52,208.19,3.18,62.09,28.03,3.38,0.0
20150208:0746,768.54,854.48,167.27,3.15,59.34,28.27,3.93,0.0
20150208:0846,698.72,759.52,152.63,2.8,50.74,28.13,4.48,0.0
20150208:0946,554.8,550.21,161.12,2.16,39.17,27.71,4.83,0.0
20150208:1046,360.66,322.8,142.07,1.39,26.23,27.03,5.03,0.0
20150208:1146,113.97,74.41,93.35,0.49,12.61,26.14,4.9,0.0
20150208:1246,0.0,0.0,0.0,0.0,0.0,25.12,4.34,0.0
20150208:1346,0.0,0.0,0.0,0.0,0.0,24.5,4.14,0.0
20150208:1446,0.0,0.0,0.0,0.0,0.0,24.08,3.86,0.0
20150208:1546,0.0,0.0,0.0,0.0,0.0,23.83,3.66,0.0
20150208:1646,0.0,0.0,0.0,0.0,0.0,23.72,3.52,0.0
20150208:1746,0.0,0.0,0.0,0.0,0.0,23.67,3.45,0.0
20150208:1846,0.0,0.0,0.0,0.0,0.0,23.54,3.17,0.0
20150208:1946,0.0,0.0,0.0,0.0,0.0,23.29,3.17,0.0
20150208:2046,0.0,0.0,0.0,0.0,0.0,23.15,3.03,0.0
20150208:2146,0.0,0.0,0.0,0.0,0.0,23.21,2.76,0.0
20150208:2246,0.0,0.0,0.0,0.0,0.0,23.03,2.62,0.0
20150208:2346,0.0,0.0,0.0,0.0,0.0,23.08,2.48,0.0
20150209:0046,0.0,0.0,0.0,0.0,0.0,23.13,2.28,0.0
20150209:0146,36.26,7.52,54.76,0.2,8.92,23.53,2.14,0.0
20150209:0246,315.31,283.34,127.01,1.18,22.69,24.96,2.97,0.0
20150209:0346,398.67,234.34,276.53,1.6,35.9,25.85,3.31,0.0
20150209:0446,625.93,574.85,239.19,2.5,48.0,26.34,3.31,0.0
20150209:0546,733.34,747.13,221.78,2.99,57.71,26.93,3.52,0.0
20150209:0646,739.65,701.26,278.76,3.05,62.4,27.68,3.86,0.0
20150209:0746,742.85,748.45,231.48,3.04,59.64,27.99,4.28,0.0
20150209:0846,693.84,733.72,169.21,2.78,50.97,27.94,4.69,0.0
20150209:0946,561.76,562.39,155.78,2.19,39.35,27.53,5.17,0.0
20150209:1046,372.0,349.59,128.69,1.42,26.37,26.85,5.31,0.0
20150209:1146,139.48,121.87,82.65,0.58,12.72,26.04,5.1,0.0
20150209:1246,0.0,0.0,0.0,0.0,0.0,25.07,4.34,0.0
20150209:1346,0.0,0.0,0.0,0.0,0.0,24.49,4.0,0.0
20150209:1446,0.0,0.0,0.0,0.0,0.0,24.14,3.66,0.0
20150209:1546,0.0,0.0,0.0,0.0,0.0,23.83,3.45,0.0
20150209:1646,0.0,0.0,0.0,0.0,0.0,23.64,3.24,0.0
20150209:1746,0.0,0.0,0.0,0.0,0.0,23.53,3.03,0.0
20150209:1846,0.0,0.0,0.0,0.0,0.0,23.3,2.97,0.0
20150209:1946,0.0,0.0,0.0,0.0,0.0,23.17,2.76,0.0
20150209:2046,0.0,0.0,0.0,0.0,0.0,23.0,2.69,0.0
20150209:2146,0.0,0.0,0.0,0.0,0.0,22.99,2.69,0.0
20150209:2246,0.0,0.0,0.0,0.0,0.0,22.69,2.69,0.0
20150209:2346,0.0,0.0,0.0,0.0,0.0,22.68,2.62,0.0
20150210:0046,0.0,0.0,0.0,0.0,0.0,22.79,2.62,0.0
20150210:0146,63.79,35.8,66.7,0.3,9.0,23.38,2.55,0.0
20150210:0246,306.86,261.69,137.79,1.16,22.8,25.28,3.24,0.0
20150210:0346,479.41,399.91,212.68,1.86,36.04,26.64,4.28,0.0
20150210:0446,466.83,221.43,379.49,1.94,48.19,27.54,4.55,0.0
20150210:0546,527.11,244.19,439.04,2.22,57.98,28.0,4.62,0.0
20150210:0646,578.26,300.04,451.82,2.43,62.72,27.95,4.69,0.0
20150210:0746,554.05,273.59,441.79,2.32,59.93,27.64,5.17,0.0
20150210:0846,456.1,180.04,404.39,1.91,51.2,27.31,5.45,0.0
20150210:0946,329.88,100.79,322.03,1.4,39.52,26.86,5.72,0.0
20150210:1046,204.73,55.56,213.76,0.89,26.5,26.44,5.66,0.0
20150210:1146,117.87,77.27,95.36,0.51,12.83,25.97,5.24,0.0
20150210:1246,0.0,0.0,0.0,0.0,0.0,25.29,4.48,0.0
20150210:1346,0.0,0.0,0.0,0.0,0.0,24.92,4.14,0.0
20150210:1446,0.0,0.0,0.0,0.0,0.0,24.66,3.86,0.0
20150210:1546,0.0,0.0,0.0,0.0,0.0,24.3,3.59,0.0
20150210:1646,0.0,0.0,0.0,0.0,0.0,24.07,3.31,0.0
20150210:1746,0.0,0.0,0.0,0.0,0.0,23.71,2.97,0.0
20150210:1846,0.0,0.0,0.0,0.0,0.0,23.7,2.69,0.0
20150210:1946,0.0,0.0,0.0,0.0,0.0,23.42,2.41,0.0
20150210:2046,0.0,0.0,0.0,0.0,0.0,23.04,2.21,0.0
20150210:2146,0.0,0.0,0.0,0.0,0.0,22.63,2.14,0.0
20150210:2246,0.0,0.0,0.0,0.0,0.0,22.52,2.21,0.0
20150210:2346,0.0,0.0,0.0,0.0,0.0,22.39,2.41,0.0
20150211:0046,0.0,0.0,0.0,0.0,0.0,22.37,2.48,0.0
20150211:0146,71.28,45.83,67.64,0.32,9.08,22.91,2.55,0.0
20150211:0246,299.77,242.6,146.34,1.14,22.9,24.41,3.1,0.0
20150211:0346,516.0,490.34,167.16,1.98,36.18,25.81,4.14,0.0
20150211:0446,503.54,277.91,366.92,2.06,48.39,26.67,4.76,0.0
20150211:0546,500.37,195.23,446.5,2.1,58.25,26.59,5.1,0.0
20150211:0646,669.68,482.76,388.57,2.76,63.05,27.18,4.83,0.0
20150211:0746,689.07,560.49,334.57,2.82,60.23,27.19,5.03,0.0
20150211:0846,578.31,396.87,345.7,2.35,51.43,27.19,5.24,0.0
20150211:0946,555.3,534.04,172.9,2.17,39.69,27.04,5.45,0.0
20150211:1046,364.69,326.48,141.47,1.41,26.64,26.58,5.52,0.0
20150211:1146,142.89,126.63,82.52,0.59,12.93,26.05,5.17,0.0
20150211:1246,0.0,0.0,0.0,0.0,0.0,25.26,4.48,0.0
20150211:1346,0.0,0.0,0.0,0.0,0.0,24.89,4.21,0.0
20150211:1446,0.0,0.0,0.0,0.0,0.0,24.72,3.93,0.0
20150211:1546,0.0,0.0,0.0,0.0,0.0,24.7,3.79,0.0
20150211:1646,0.0,0.0,0.0,0.0,0.0,24.67,3.79,0.0
20150211:1746,0.0,0.0,0.0,0.0,0.0,24.51,3.79,0.0
20150211:1846,0.0,0.0,0.0,0.0,0.0,24.46,3.52,0.0
20150211:1946,0.0,0.0,0.0,0.0,0.0,24.25,3.45,0.0
20150211:2046,0.0,0.0,0.0,0.0,0.0,24.12,3.31,0.0
20150211:2146,0.0,0.0,0.0,0.0,0.0,23.96,2.97,0.0
20150211:2246,0.0,0.0,0.0,0.0,0.0,23.73,2.62,0.0
20150211:2346,0.0,0.0,0.0,0.0,0.0,23.47,2.28,0.0
20150212:0046,0.0,0.0,0.0,0.0,0.0,23.38,1.93,0.0
20150212:0146,72.44,46.88,68.69,0.33,9.16,23.66,1.72,0.0
20150212:0246,309.18,268.13,136.52,1.18,23.01,25.51,2.41,0.0
20150212:0346,485.69,427.53,200.38,1.91,36.33,26.67,2.76,0.0
20150212:0446,594.01,499.0,279.39,2.42,48.59,27.65,3.03,0.0
20150212:0546,755.91,843.37,166.02,3.12,58.52,28.28,3.45,0.0
20150212:0646,790.56,892.68,168.82,3.3,63.38,28.8,3.72,0.0
20150212:0746,775.03,877.04,157.12,3.21,60.53,29.09,4.07,0.0
20150212:0846,688.61,723.97,178.01,2.79,51.66,28.84,4.48,0.0
20150212:0946,561.74,566.21,155.17,2.21,39.87,28.34,5.1,0.0
20150212:1046,374.3,352.96,129.17,1.45,26.77,27.52,5.59,0.0
20150212:1146,142.82,127.05,82.34,0.6,13.03,26.52,5.52,0.0
20150212:1246,0.0,0.0,0.0,0.0,0.0,25.62,4.97,0.0
20150212:1346,0.0,0.0,0.0,0.0,0.0,25.16,4.62,0.0
20150212:1446,0.0,0.0,0.0,0.0,0.0,24.91,4.34,0.0
20150212:1546,0.0,0.0,0.0,0.0,0.0,24.67,4.14,0.0
20150212:1646,0.0,0.0,0.0,0.0,0.0,24.43,4.0,0.0
20150212:1746,0.0,0.0,0.0,0.0,0.0,24.23,3.86,0.0
20150212:1846,0.0,0.0,0.0,0.0,0.0,24.27,3.66,0.0
20150212:1946,0.0,0.0,0.0,0.0,0.0,24.0,3.1,0.0
20150212:2046,0.0,0.0,0.0,0.0,0.0,23.69,2.55,0.0
20150212:2146,0.0,0.0,0.0,0.0,0.0,23.08,1.93,0.0
20150212:2246,0.0,0.0,0.0,0.0,0.0,22.07,1.59,0.0
20150212:2346,0.0,0.0,0.0,0.0,0.0,21.52,1.45,0.0
20150213:0046,0.0,0.0,0.0,0.0,0.0,21.08,1.45,0.0
20150213:0146,81.63,60.96,67.81,0.36,9.25,21.86,1.31,0.0
20150213:0246,317.23,291.05,126.39,1.22,23.13,25.05,1.31,0.0
20150213:0346,489.02,454.86,187.12,1.95,36.49,26.3,1.24,0.0
20150213:0446,600.17,544.67,257.38,2.49,48.8,27.55,1.59,0.0
20150213:0546,717.44,767.12,213.73,3.04,58.8,28.41,1.79,0.0
20150213:0646,757.08,845.22,198.9,3.25,63.71,28.91,1.93,0.0
20150213:0746,749.28,847.08,176.83,3.19,60.83,29.24,2.34,0.0
20150213:0846,675.63,724.75,178.86,2.8,51.89,29.37,2.83,0.0
20150213:0946,563.37,600.44,136.27,2.26,40.04,29.11,3.31,0.0
20150213:1046,363.82,334.58,139.1,1.43,26.9,28.34,4.07,0.0
20150213:1146,151.39,148.92,74.6,0.63,13.13,27.2,4.21,0.0
20150213:1246,0.0,0.0,0.0,0.0,0.0,26.07,3.59,0.0
20150213:1346,0.0,0.0,0.0,0.0,0.0,25.4,3.52,0.0
20150213:1446,0.0,0.0,0.0,0.0,0.0,25.0,3.66,0.0
20150213:1546,0.0,0.0,0.0,0.0,0.0,24.68,3.66,0.0
20150213:1646,0.0,0.0,0.0,0.0,0.0,24.4,3.45,0.0
20150213:1746,0.0,0.0,0.0,0.0,0.0,24.13,2.83,0.0
20150213:1846,0.0,0.0,0.0,0.0,0.0,23.7,2.0,0.0
20150213:1946,0.0,0.0,0.0,0.0,0.0,23.58,0.97,0.0
20150213:2046,0.0,0.0,0.0,0.0,0.0,23.91,0.41,0.0
20150213:2146,0.0,0.0,0.0,0.0,0.0,23.38,0.69,0.0
20150213:2246,0.0,0.0,0.0,0.0,0.0,22.63,0.97,0.0
20150213:2346,0.0,0.0,0.0,0.0,0.0,22.0,1.17,0.0
20150214:0046,0.0,0.0,0.0,0.0,0.0,21.34,1.31,0.0
20150214:0146,90.11,77.65,64.81,0.38,9.34,22.06,1.03,0.0
20150214:0246,326.39,314.97,115.03,1.25,23.25,24.63,0.97,0.0
20150214:0346,511.58,522.86,151.07,2.04,36.64,26.01,1.03,0.0
20150214:0446,650.2,719.93,159.91,2.7,49.01,27.21,1.17,0.0
20150214:0546,734.94,845.81,166.71,3.14,59.08,28.23,1.52,0.0
20150214:0646,770.04,879.78,177.85,3.3,64.05,29.07,2.28,0.0
20150214:0746,764.88,880.49,156.77,3.23,61.13,29.4,2.97,0.0
20150214:0846,684.48,726.62,178.66,2.81,52.11,29.21,3.72,0.0
20150214:0946,569.64,601.21,136.07,2.27,40.2,28.58,4.21,0.0
20150214:1046,376.29,361.99,125.73,1.47,27.02,27.69,4.28,0.0
20150214:1146,152.67,149.18,75.49,0.64,13.23,26.63,3.93,0.0
20150214:1246,0.0,0.0,0.0,0.0,0.0,25.49,3.24,0.0
20150214:1346,0.0,0.0,0.0,0.0,0.0,24.77,3.03,0.0
20150214:1446,0.0,0.0,0.0,0.0,0.0,24.34,3.1,0.0
20150214:1546,0.0,0.0,0.0,0.0,0.0,24.06,3.17,0.0
20150214:1646,0.0,0.0,0.0,0.0,0.0,23.9,3.17,0.0
20150214:1746,0.0,0.0,0.0,0.0,0.0,23.72,2.69,0.0
20150214:1846,0.0,0.0,0.0,0.0,0.0,23.23,2.14,0.0
20150214:1946,0.0,0.0,0.0,0.0,0.0,22.34,1.79,0.0
20150214:2046,0.0,0.0,0.0,0.0,0.0,21.58,1.86,0.0
20150214:2146,0.0,0.0,0.0,0.0,0.0,21.19,2.07,0.0
20150214:2246,0.0,0.0,0.0,0.0,0.0,21.17,2.07,0.0
20150214:2346,0.0,0.0,0.0,0.0,0.0,21.31,2.0,0.0
20150215:0046,0.0,0.0,0.0,0.0,0.0,21.34,2.0,0.0
20150215:0146,91.49,78.35,65.77,0.39,9.44,22.28,2.0,0.0
20150215:0246,330.86,316.1,114.83,1.26,23.37,24.04,2.0,0.0
20150215:0346,515.55,523.76,150.86,2.04,36.8,25.65,1.38,0.0
20150215:0446,648.3,721.76,158.64,2.71,49.22,27.1,0.97,0.0
20150215:0546,729.94,847.56,166.53,3.15,59.37,28.37,1.17,0.0
20150215:0646,761.67,880.43,178.71,3.31,64.39,29.4,1.72,0.0
20150215:0746,746.14,849.51,176.44,3.2,61.44,29.94,2.21,0.0
20150215:0846,681.85,755.8,160.77,2.85,52.34,30.01,2.76,0.0
20150215:0946,555.83,580.95,148.35,2.25,40.37,29.58,3.17,0.0
20150215:1046,373.1,363.03,125.52,1.48,27.15,28.71,3.31,0.0
20150215:1146,144.83,132.0,81.99,0.62,13.33,27.43,3.17,0.0
20150215:1246,0.0,0.0,0.0,0.0,0.0,25.83,2.97,0.0
20150215:1346,0.0,0.0,0.0,0.0,0.0,24.91,3.03,0.0
20150215:1446,0.0,0.0,0.0,0.0,0.0,24.42,3.1,0.0
20150215:1546,0.0,0.0,0.0,0.0,0.0,24.15,3.17,0.0
20150215:1646,0.0,0.0,0.0,0.0,0.0,23.97,3.17,0.0
20150215:1746,0.0,0.0,0.0,0.0,0.0,23.81,3.17,0.0
20150215:1846,0.0,0.0,0.0,0.0,0.0,23.67,2.83,0.0
20150215:1946,0.0,0.0,0.0,0.0,0.0,23.41,2.55,0.0
20150215:2046,0.0,0.0,0.0,0.0,0.0,23.04,2.21,0.0
20150215:2146,0.0,0.0,0.0,0.0,0.0,22.74,2.14,0.0
20150215:2246,0.0,0.0,0.0,0.0,0.0,22.59,2.07,0.0
20150215:2346,0.0,0.0,0.0,0.0,0.0,22.4,1.93,0.0
20150216:0046,0.0,0.0,0.0,0.0,0.0,22.03,1.72,0.0
20150216:0146,92.48,80.43,65.75,0.4,9.54,22.92,1.52,0.0
20150216:0246,330.14,317.22,114.62,1.26,23.5,25.13,2.14,0.0
20150216:0346,531.13,555.1,134.0,2.09,36.96,26.13,2.34,0.0
20150216:0446,649.41,669.44,191.72,2.66,49.43,27.27,2.34,0.0
20150216:0546,747.17,849.28,165.27,3.16,59.66,28.09,2.28,0.0
20150216:0646,774.39,882.15,178.52,3.32,64.74,28.91,2.41,0.0
20150216:0746,756.24,851.25,176.24,3.21,61.74,29.31,2.76,0.0
20150216:0846,689.65,757.57,160.58,2.86,52.56,29.28,3.24,0.0
20150216:0946,561.28,581.75,149.21,2.26,40.53,28.81,3.59,0.0
20150216:1046,368.42,343.65,136.52,1.46,27.27,28.01,3.52,0.0
20150216:1146,154.17,153.39,74.17,0.65,13.42,26.9,3.24,0.0
20150216:1246,0.0,0.0,0.0,0.0,0.0,25.6,2.62,0.0
20150216:1346,0.0,0.0,0.0,0.0,0.0,24.73,2.48,0.0
20150216:1446,0.0,0.0,0.0,0.0,0.0,24.23,2.34,0.0
20150216:1546,0.0,0.0,0.0,0.0,0.0,23.71,2.07,0.0
20150216:1646,0.0,0.0,0.0,0.0,0.0,22.63,1.66,0.0
20150216:1746,0.0,0.0,0.0,0.0,0.0,23.9,0.97,0.0
20150216:1846,0.0,0.0,0.0,0.0,0.0,24.01,0.55,0.0
20150216:1946,0.0,0.0,0.0,0.0,0.0,23.52,0.41,0.0
20150216:2046,0.0,0.0,0.0,0.0,0.0,23.08,0.48,0.0
20150216:2146,0.0,0.0,0.0,0.0,0.0,22.4,0.55,0.0
20150216:2246,0.0,0.0,0.0,0.0,0.0,21.75,0.55,0.0
20150216:2346,0.0,0.0,0.0,0.0,0.0,21.07,0.76,0.0
20150217:0046,0.0,0.0,0.0,0.0,0.0,20.64,0.9,0.0
20150217:0146,93.27,81.06,65.6,0.4,9.64,21.58,0.9,0.0
20150217:0246,322.94,300.63,123.58,1.25,23.62,23.19,0.48,0.0
20150217:0346,524.33,535.62,146.33,2.07,37.13,25.23,1.72,0.0
20150217:0446,614.28,560.0,252.5,2.53,49.65,26.52,2.0,0.0
20150217:0546,743.04,834.62,175.53,3.15,59.95,27.69,2.07,0.0
20150217:0646,780.56,917.52,157.43,3.36,65.09,28.48,2.07,0.0
20150217:0746,749.72,852.96,176.05,3.22,62.05,29.03,2.07,0.0
20150217:0846,685.72,772.4,152.05,2.89,52.78,29.29,2.34,0.0
20150217:0946,558.98,582.54,149.0,2.27,40.69,29.03,3.17,0.0
20150217:1046,376.71,363.95,126.16,1.49,27.39,28.13,3.93,0.0
20150217:1146,147.7,135.17,81.75,0.63,13.51,26.75,4.07,0.0
20150217:1246,0.0,0.0,0.0,0.0,0.0,25.45,3.59,0.0
20150217:1346,0.0,0.0,0.0,0.0,0.0,24.74,3.38,0.0
20150217:1446,0.0,0.0,0.0,0.0,0.0,24.31,3.31,0.0
20150217:1546,0.0,0.0,0.0,0.0,0.0,24.0,3.1,0.0
20150217:1646,0.0,0.0,0.0,0.0,0.0,23.73,3.03,0.0
20150217:1746,0.0,0.0,0.0,0.0,0.0,23.5,2.97,0.0
20150217:1846,0.0,0.0,0.0,0.0,0.0,23.31,2.83,0.0
20150217:1946,0.0,0.0,0.0,0.0,0.0,22.95,2.34,0.0
20150217:2046,0.0,0.0,0.0,0.0,0.0,22.13,1.72,0.0
20150217:2146,0.0,0.0,0.0,0.0,0.0,22.05,1.24,0.0
20150217:2246,0.0,0.0,0.0,0.0,0.0,22.07,1.17,0.0
20150217:2346,0.0,0.0,0.0,0.0,0.0,20.93,1.45,0.0
20150218:0046,0.0,0.0,0.0,0.0,0.0,20.2,1.59,0.0
20150218:0146,74.4,44.3,71.87,0.34,9.75,20.75,1.38,0.0
20150218:0246,307.65,257.15,144.22,1.2,23.76,23.89,1.59,0.0
20150218:0346,486.81,415.23,211.11,1.93,37.29,25.92,2.9,0.0
20150218:0446,645.71,621.52,219.95,2.62,49.87,27.22,3.72,0.0
20150218:0546,766.45,836.33,175.33,3.16,60.25,28.07,4.41,0.0
20150218:0646,790.4,851.94,198.91,3.3,65.44,28.36,4.34,0.0
20150218:0746,774.79,837.33,186.24,3.21,62.35,28.62,4.76,0.0
20150218:0846,689.78,703.44,195.39,2.82,53.0,28.47,4.9,0.0
20150218:0946,546.32,509.71,191.85,2.19,40.85,28.06,4.9,0.0
20150218:1046,330.38,243.3,184.22,1.33,27.51,27.37,4.69,0.0
20150218:1146,141.09,118.41,88.15,0.61,13.6,26.55,4.28,0.0
20150218:1246,0.0,0.0,0.0,0.0,0.0,25.42,3.45,0.0
20150218:1346,0.0,0.0,0.0,0.0,0.0,24.71,3.24,0.0
20150218:1446,0.0,0.0,0.0,0.0,0.0,24.27,3.17,0.0
20150218:1546,0.0,0.0,0.0,0.0,0.0,23.95,3.1,0.0
20150218:1646,0.0,0.0,0.0,0.0,0.0,23.7,3.17,0.0
20150218:1746,0.0,0.0,0.0,0.0,0.0,23.5,3.24,0.0
20150218:1846,0.0,0.0,0.0,0.0,0.0,23.43,3.17,0.0
20150218:1946,0.0,0.0,0.0,0.0,0.0,23.21,2.83,0.0
20150218:2046,0.0,0.0,0.0,0.0,0.0,22.79,2.41,0.0
20150218:2146,0.0,0.0,0.0,0.0,0.0,21.99,2.28,0.0
20150218:2246,0.0,0.0,0.0,0.0,0.0,21.3,2.28,0.0
20150218:2346,0.0,0.0,0.0,0.0,0.0,20.89,2.34,0.0
20150219:0046,0.0,0.0,0.0,0.0,0.0,20.54,2.28,0.0
20150219:0146,75.69,45.24,72.87,0.35,9.85,21.48,2.07,0.0
20150219:0246,285.33,204.65,166.94,1.13,23.89,24.92,2.83,0.0
20150219:0346,534.1,538.36,145.9,2.09,37.46,26.38,3.86,0.0
20150219:0446,668.99,686.06,183.83,2.7,50.1,27.41,4.21,0.0
20150219:0546,765.58,836.95,176.18,3.17,60.55,28.11,4.21,0.0
20150219:0646,794.29,886.13,178.98,3.35,65.79,28.57,3.79,0.0
20150219:0746,766.4,839.05,186.04,3.22,62.66,28.8,3.72,0.0
20150219:0846,682.31,705.28,194.12,2.82,53.22,28.72,3.79,0.0
20150219:0946,558.33,563.26,160.96,2.26,41.0,28.28,3.72,0.0
20150219:1046,370.86,345.74,135.87,1.48,27.62,27.54,3.72,0.0
20150219:1146,142.93,121.27,88.11,0.62,13.68,26.49,3.59,0.0
20150219:1246,0.0,0.0,0.0,0.0,0.0,25.25,3.17,0.0
20150219:1346,0.0,0.0,0.0,0.0,0.0,24.51,3.1,0.0
20150219:1446,0.0,0.0,0.0,0.0,0.0,24.1,3.03,0.0
20150219:1546,0.0,0.0,0.0,0.0,0.0,23.81,3.03,0.0
20150219:1646,0.0,0.0,0.0,0.0,0.0,23.64,2.97,0.0
20150219:1746,0.0,0.0,0.0,0.0,0.0,23.49,2.9,0.0
20150219:1846,0.0,0.0,0.0,0.0,0.0,23.32,2.69,0.0
20150219:1946,0.0,0.0,0.0,0.0,0.0,23.09,2.62,0.0
20150219:2046,0.0,0.0,0.0,0.0,0.0,22.91,2.48,0.0
20150219:2146,0.0,0.0,0.0,0.0,0.0,22.69,2.55,0.0
20150219:2246,0.0,0.0,0.0,0.0,0.0,22.5,2.55,0.0
20150219:2346,0.0,0.0,0.0,0.0,0.0,22.25,2.34,0.0
20150220:0046,0.0,0.0,0.0,0.0,0.0,21.87,2.07,0.0
20150220:0146,91.26,71.96,70.75,0.4,9.97,22.54,1.66,0.0
20150220:0246,326.61,302.82,123.97,1.27,24.03,25.34,2.34,0.0
20150220:0346,505.65,472.16,182.57,2.02,37.64,26.14,2.41,0.0
20150220:0446,668.64,728.41,158.7,2.76,50.32,26.98,2.34,0.0
20150220:0546,758.64,871.18,155.11,3.21,60.85,27.77,2.48,0.0
20150220:0646,797.7,921.27,156.88,3.39,66.15,28.29,3.17,0.0
20150220:0746,767.74,839.67,186.88,3.23,62.96,28.53,3.66,0.0
20150220:0846,689.28,720.09,185.66,2.85,53.44,28.31,3.93,0.0
20150220:0946,568.11,584.83,149.44,2.29,41.16,27.83,3.93,0.0
20150220:1046,372.35,345.67,136.7,1.48,27.73,27.12,3.79,0.0
20150220:1146,150.79,138.55,82.37,0.65,13.76,26.25,3.59,0.0
20150220:1246,0.0,0.0,0.0,0.0,0.0,25.11,2.97,0.0
20150220:1346,0.0,0.0,0.0,0.0,0.0,24.34,2.9,0.0
20150220:1446,0.0,0.0,0.0,0.0,0.0,23.84,2.83,0.0
20150220:1546,0.0,0.0,0.0,0.0,0.0,23.53,2.76,0.0
20150220:1646,0.0,0.0,0.0,0.0,0.0,23.25,2.69,0.0
20150220:1746,0.0,0.0,0.0,0.0,0.0,23.01,2.62,0.0
20150220:1846,0.0,0.0,0.0,0.0,0.0,22.79,2.69,0.0
20150220:1946,0.0,0.0,0.0,0.0,0.0,22.75,2.48,0.0
20150220:2046,0.0,0.0,0.0,0.0,0.0,22.45,2.21,0.0
20150220:2146,0.0,0.0,0.0,0.0,0.0,22.04,1.86,0.0
20150220:2246,0.0,0.0,0.0,0.0,0.0,21.7,1.79,0.0
20150220:2346,0.0,0.0,0.0,0.0,0.0,21.49,1.93,0.0
20150221:0046,0.0,0.0,0.0,0.0,0.0,21.43,2.0,0.0
20150221:0146,86.53,61.86,72.94,0.39,10.08,22.23,1.93,0.0
20150221:0246,322.25,287.67,131.78,1.26,24.17,24.49,2.28,0.0
20150221:0346,458.13,345.09,246.62,1.85,37.81,25.96,2.41,0.0
20150221:0446,665.06,715.92,166.81,2.75,50.55,27.12,2.34,0.0
20150221:0546,751.11,840.3,174.72,3.19,61.15,28.17,2.62,0.0
20150221:0646,791.18,922.85,156.7,3.4,66.51,28.45,2.62,0.0
20150221:0746,760.13,841.36,185.62,3.24,63.27,28.96,3.03,0.0
20150221:0846,699.42,776.99,151.28,2.92,53.65,28.99,3.45,0.0
20150221:0946,569.25,597.56,141.99,2.31,41.31,28.61,3.79,0.0
20150221:1046,381.58,373.46,122.27,1.52,27.84,27.87,3.93,0.0
20150221:1146,150.53,138.83,82.19,0.65,13.84,26.76,3.86,0.0
20150221:1246,0.0,0.0,0.0,0.0,0.0,25.37,3.31,0.0
20150221:1346,0.0,0.0,0.0,0.0,0.0,24.48,3.24,0.0
20150221:1446,0.0,0.0,0.0,0.0,0.0,23.97,3.17,0.0
20150221:1546,0.0,0.0,0.0,0.0,0.0,23.63,3.17,0.0
20150221:1646,0.0,0.0,0.0,0.0,0.0,23.39,3.1,0.0
20150221:1746,0.0,0.0,0.0,0.0,0.0,23.25,3.03,0.0
20150221:1846,0.0,0.0,0.0,0.0,0.0,23.08,2.76,0.0
20150221:1946,0.0,0.0,0.0,0.0,0.0,22.88,2.62,0.0
20150221:2046,0.0,0.0,0.0,0.0,0.0,22.7,2.28,0.0
20150221:2146,0.0,0.0,0.0,0.0,0.0,21.98,1.93,0.0
20150221:2246,0.0,0.0,0.0,0.0,0.0,21.44,1.52,0.0
20150221:2346,0.0,0.0,0.0,0.0,0.0,21.17,1.38,0.0
20150222:0046,0.0,0.0,0.0,0.0,0.0,20.74,1.45,0.0
20150222:0146,94.23,74.58,71.63,0.42,10.2,21.44,1.31,0.0
20150222:0246,312.38,265.7,143.51,1.24,24.31,24.53,1.38,0.0
20150222:0346,509.06,492.92,172.99,2.06,37.99,26.02,1.52,0.0
20150222:0446,654.15,690.38,183.16,2.73,50.78,27.23,1.93,0.0
20150222:0546,757.34,873.29,155.79,3.23,61.46,28.34,2.41,0.0
20150222:0646,786.83,907.19,166.93,3.39,66.88,29.07,2.76,0.0
20150222:0746,762.91,841.96,186.45,3.25,63.57,29.58,3.45,0.0
20150222:0846,694.54,749.52,168.72,2.9,53.86,29.52,4.0,0.0
20150222:0946,571.28,598.26,141.78,2.32,41.45,29.02,4.41,0.0
20150222:1046,381.87,374.39,121.01,1.53,27.94,28.15,4.48,0.0
20150222:1146,151.36,142.68,80.02,0.66,13.92,27.05,4.14,0.0
20150222:1246,0.0,0.0,0.0,0.0,0.0,25.7,3.45,0.0
20150222:1346,0.0,0.0,0.0,0.0,0.0,24.8,3.17,0.0
20150222:1446,0.0,0.0,0.0,0.0,0.0,24.22,2.97,0.0
20150222:1546,0.0,0.0,0.0,0.0,0.0,23.8,2.83,0.0
