time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20160531:0446,300.98,26.59,379.11,1.41,61.97,32.94,2.55,0.0
20160531:0546,457.26,155.28,466.28,2.18,74.76,33.88,2.28,0.0
20160531:0646,473.2,183.07,474.85,2.31,80.7,33.99,0.76,0.0
20160531:0746,453.97,165.32,454.96,2.18,71.31,34.17,1.86,0.0
20160531:0846,308.5,37.97,377.78,1.45,58.08,33.75,3.1,0.0
20160531:0946,324.69,111.24,321.02,1.55,44.28,32.76,3.86,0.0
20160531:1046,270.85,220.57,148.4,1.46,30.37,32.24,4.14,0.0
20160531:1146,98.48,70.47,91.52,0.71,16.51,31.31,4.21,0.0
20160531:1246,4.4,0.0,15.54,0.05,2.81,30.44,4.34,0.0
20160531:1346,0.0,0.0,0.0,0.0,0.0,30.13,5.03,0.0
20160531:1446,0.0,0.0,0.0,0.0,0.0,29.89,5.17,0.0
20160531:1546,0.0,0.0,0.0,0.0,0.0,29.87,5.03,0.0
20160531:1646,0.0,0.0,0.0,0.0,0.0,29.79,4.48,0.0
20160531:1746,0.0,0.0,0.0,0.0,0.0,29.45,2.9,0.0
20160531:1846,0.0,0.0,0.0,0.0,0.0,29.37,3.31,0.0
20160531:1946,0.0,0.0,0.0,0.0,0.0,29.14,3.31,0.0
20160531:2046,0.0,0.0,0.0,0.0,0.0,28.86,3.31,0.0
20160531:2146,0.0,0.0,0.0,0.0,0.0,28.61,3.38,0.0
20160531:2246,0.0,0.0,0.0,0.0,0.0,28.41,3.17,0.0
20160531:2346,0.0,0.0,0.0,0.0,0.0,28.27,2.97,0.0
20160601:0046,2.51,0.0,11.8,0.04,6.7,28.43,2.83,0.0
20160601:0146,147.63,95.05,122.01,0.87,20.45,29.38,3.03,0.0
20160601:0246,317.01,245.0,177.07,1.6,34.32,30.67,3.17,0.0
20160601:0346,442.02,329.68,255.96,2.14,48.21,31.92,2.97,0.0
20160601:0446,584.92,605.59,185.87,2.9,61.9,33.08,2.41,0.0
20160601:0546,641.0,695.47,191.21,3.22,74.65,33.91,1.93,0.0
20160601:0646,639.27,705.91,200.93,3.3,80.57,34.68,0.97,0.0
20160601:0746,615.32,648.88,205.26,3.12,71.28,34.86,1.79,0.0
20160601:0846,562.99,596.22,160.41,2.81,58.09,34.43,3.31,0.0
20160601:0946,441.17,429.68,152.99,2.22,44.3,33.03,4.07,0.0
20160601:1046,271.76,231.75,138.6,1.47,30.41,31.85,3.72,0.0
20160601:1146,98.16,59.3,99.29,0.68,16.56,31.25,3.79,0.0
20160601:1246,3.88,0.0,14.57,0.05,2.87,30.5,4.0,0.0
20160601:1346,0.0,0.0,0.0,0.0,0.0,30.01,4.28,0.0
20160601:1446,0.0,0.0,0.0,0.0,0.0,29.82,4.48,0.0
20160601:1546,0.0,0.0,0.0,0.0,0.0,29.63,5.1,0.0
20160601:1646,0.0,0.0,0.0,0.0,0.0,29.59,5.03,0.0
20160601:1746,0.0,0.0,0.0,0.0,0.0,29.45,4.48,0.0
20160601:1846,0.0,0.0,0.0,0.0,0.0,28.94,3.38,0.0
20160601:1946,0.0,0.0,0.0,0.0,0.0,28.76,2.97,0.0
20160601:2046,0.0,0.0,0.0,0.0,0.0,28.53,3.03,0.0
20160601:2146,0.0,0.0,0.0,0.0,0.0,28.35,3.31,0.0
20160601:2246,0.0,0.0,0.0,0.0,0.0,28.19,3.31,0.0
20160601:2346,0.0,0.0,0.0,0.0,0.0,28.05,3.17,0.0
20160602:0046,4.04,0.0,14.74,0.05,6.7,28.14,2.97,0.0
20160602:0146,75.96,3.03,110.89,0.4,20.43,29.01,3.1,0.0
20160602:0246,218.85,46.36,248.0,1.04,34.29,30.24,3.03,0.0
20160602:0346,194.34,4.49,260.41,0.91,48.16,31.53,2.76,0.0
20160602:0446,319.13,39.37,390.72,1.49,61.84,32.73,2.21,0.0
20160602:0546,344.96,40.61,429.15,1.63,74.55,33.69,1.59,0.0
20160602:0646,486.11,207.76,463.71,2.37,80.45,34.03,1.24,0.0
20160602:0746,420.75,126.57,453.45,2.04,71.25,34.03,0.9,0.0
20160602:0846,493.33,345.74,316.76,2.41,58.1,32.67,2.41,0.0
20160602:0946,335.41,132.03,313.5,1.61,44.33,31.81,3.17,0.0
20160602:1046,231.5,107.6,209.44,1.19,30.45,31.02,1.38,0.0
20160602:1146,94.1,32.54,113.23,0.58,16.61,30.13,2.83,0.0
20160602:1246,2.91,0.0,12.62,0.04,2.94,29.02,4.0,0.0
20160602:1346,0.0,0.0,0.0,0.0,0.0,28.25,4.76,0.0
20160602:1446,0.0,0.0,0.0,0.0,0.0,27.96,4.83,0.0
20160602:1546,0.0,0.0,0.0,0.0,0.0,27.91,4.9,0.0
20160602:1646,0.0,0.0,0.0,0.0,0.0,28.05,4.48,0.0
20160602:1746,0.0,0.0,0.0,0.0,0.0,27.96,3.86,0.0
20160602:1846,0.0,0.0,0.0,0.0,0.0,28.9,3.38,0.0
20160602:1946,0.0,0.0,0.0,0.0,0.0,28.86,3.59,0.0
20160602:2046,0.0,0.0,0.0,0.0,0.0,28.83,3.52,0.0
20160602:2146,0.0,0.0,0.0,0.0,0.0,28.75,3.38,0.0
20160602:2246,0.0,0.0,0.0,0.0,0.0,28.61,3.17,0.0
20160602:2346,0.0,0.0,0.0,0.0,0.0,28.46,2.97,0.0
20160603:0046,11.07,0.0,26.54,0.09,6.68,28.56,2.76,0.0
20160603:0146,111.93,21.19,140.84,0.59,20.4,29.41,2.9,0.0
20160603:0246,303.85,207.49,198.01,1.52,34.25,30.69,2.9,0.0
20160603:0346,475.32,451.01,178.9,2.34,48.11,32.02,2.9,0.0
20160603:0446,553.12,488.5,258.32,2.72,61.77,32.97,2.41,0.0
20160603:0546,623.41,630.9,231.18,3.13,74.45,33.32,1.66,0.0
20160603:0646,609.01,546.29,300.96,3.06,80.33,33.69,1.45,0.0
20160603:0746,606.13,647.13,205.12,3.12,71.23,33.96,0.83,0.0
20160603:0846,542.12,573.74,174.83,2.78,58.11,34.0,1.03,0.0
20160603:0946,423.24,377.44,186.96,2.13,44.36,32.76,2.62,0.0
20160603:1046,265.95,207.66,154.37,1.43,30.49,31.32,3.17,0.0
20160603:1146,96.84,42.25,109.94,0.62,16.66,31.11,3.79,0.0
20160603:1246,2.88,0.0,12.62,0.04,3.0,30.34,3.72,0.0
20160603:1346,0.0,0.0,0.0,0.0,0.0,29.91,4.07,0.0
20160603:1446,0.0,0.0,0.0,0.0,0.0,29.73,4.41,0.0
20160603:1546,0.0,0.0,0.0,0.0,0.0,29.59,4.9,0.0
20160603:1646,0.0,0.0,0.0,0.0,0.0,29.42,4.97,0.0
20160603:1746,0.0,0.0,0.0,0.0,0.0,29.08,4.41,0.0
20160603:1846,0.0,0.0,0.0,0.0,0.0,28.48,4.28,0.0
20160603:1946,0.0,0.0,0.0,0.0,0.0,28.38,4.21,0.0
20160603:2046,0.0,0.0,0.0,0.0,0.0,28.29,3.79,0.0
20160603:2146,0.0,0.0,0.0,0.0,0.0,28.22,3.45,0.0
20160603:2246,0.0,0.0,0.0,0.0,0.0,28.11,3.59,0.0
20160603:2346,0.0,0.0,0.0,0.0,0.0,28.04,3.17,0.0
20160604:0046,14.83,0.44,32.12,0.12,6.67,28.14,2.9,0.0
20160604:0146,138.42,63.41,137.37,0.78,20.38,28.8,2.97,0.0
20160604:0246,308.63,220.07,189.9,1.55,34.22,29.97,3.1,0.0
20160604:0346,247.58,22.4,309.2,1.15,48.06,31.07,3.1,0.0
20160604:0446,442.79,184.66,407.27,2.1,61.7,31.92,2.55,0.0
20160604:0546,378.7,64.52,447.53,1.78,74.35,32.7,1.86,0.0
20160604:0646,335.23,28.59,423.37,1.56,80.22,32.5,2.14,0.0
20160604:0746,342.67,39.39,419.23,1.59,71.2,31.29,2.21,0.0
20160604:0846,303.15,34.26,371.92,1.41,58.12,30.97,1.86,0.0
20160604:0946,308.17,90.8,320.56,1.47,44.39,31.26,2.28,0.0
20160604:1046,185.75,35.8,218.19,0.91,30.53,30.54,2.62,0.0
20160604:1146,91.28,24.68,115.32,0.54,16.72,29.87,2.41,0.0
20160604:1246,2.42,0.0,11.65,0.04,3.06,29.5,2.62,0.0
20160604:1346,0.0,0.0,0.0,0.0,0.0,29.29,3.31,0.0
20160604:1446,0.0,0.0,0.0,0.0,0.0,29.17,4.0,0.0
20160604:1546,0.0,0.0,0.0,0.0,0.0,28.6,5.72,0.0
20160604:1646,0.0,0.0,0.0,0.0,0.0,28.09,5.38,0.0
20160604:1746,0.0,0.0,0.0,0.0,0.0,27.86,4.55,0.0
20160604:1846,0.0,0.0,0.0,0.0,0.0,28.22,3.79,0.0
20160604:1946,0.0,0.0,0.0,0.0,0.0,28.06,3.03,0.0
20160604:2046,0.0,0.0,0.0,0.0,0.0,27.94,2.41,0.0
20160604:2146,0.0,0.0,0.0,0.0,0.0,27.86,2.07,0.0
20160604:2246,0.0,0.0,0.0,0.0,0.0,27.68,2.21,0.0
20160604:2346,0.0,0.0,0.0,0.0,0.0,27.52,2.76,0.0
20160605:0046,8.64,0.0,22.61,0.08,6.65,27.65,2.9,0.0
20160605:0146,133.72,51.97,141.12,0.73,20.35,28.51,2.97,0.0
20160605:0246,293.07,173.62,215.24,1.45,34.18,29.77,3.31,0.0
20160605:0346,452.14,355.36,237.79,2.18,48.01,30.94,3.59,0.0
20160605:0446,559.82,486.0,259.14,2.71,61.64,31.91,3.24,0.0
20160605:0546,647.4,666.06,206.58,3.18,74.25,32.39,3.17,0.0
20160605:0646,639.46,638.75,241.76,3.2,80.12,33.05,2.0,0.0
20160605:0746,609.78,586.87,244.13,3.03,71.19,33.29,2.41,0.0
20160605:0846,536.78,492.84,227.42,2.66,58.13,33.38,2.9,0.0
20160605:0946,385.4,244.29,266.55,1.89,44.42,32.55,3.59,0.0
20160605:1046,272.96,232.51,138.38,1.48,30.57,31.35,3.79,0.0
20160605:1146,98.47,48.67,107.16,0.65,16.77,30.92,3.45,0.0
20160605:1246,4.42,0.0,15.54,0.05,3.13,29.67,2.0,0.0
20160605:1346,0.0,0.0,0.0,0.0,0.0,27.52,1.45,0.0
20160605:1446,0.0,0.0,0.0,0.0,0.0,26.07,2.14,0.0
20160605:1546,0.0,0.0,0.0,0.0,0.0,26.05,1.1,0.0
20160605:1646,0.0,0.0,0.0,0.0,0.0,26.32,0.21,0.0
20160605:1746,0.0,0.0,0.0,0.0,0.0,26.36,1.52,0.0
20160605:1846,0.0,0.0,0.0,0.0,0.0,27.45,2.97,0.0
20160605:1946,0.0,0.0,0.0,0.0,0.0,27.58,2.76,0.0
20160605:2046,0.0,0.0,0.0,0.0,0.0,27.69,2.83,0.0
20160605:2146,0.0,0.0,0.0,0.0,0.0,27.75,2.83,0.0
20160605:2246,0.0,0.0,0.0,0.0,0.0,27.8,3.1,0.0
20160605:2346,0.0,0.0,0.0,0.0,0.0,27.81,3.03,0.0
20160606:0046,5.69,0.0,17.69,0.06,6.64,27.86,2.9,0.0
20160606:0146,115.04,24.05,141.5,0.6,20.32,28.35,3.24,0.0
20160606:0246,111.59,0.85,157.25,0.55,34.14,29.07,3.59,0.0
20160606:0346,377.48,161.89,331.66,1.77,47.96,29.71,3.72,0.0
20160606:0446,593.03,588.85,192.36,2.87,61.57,30.31,3.52,0.0
20160606:0546,609.49,503.64,308.77,2.93,74.15,30.89,3.31,0.0
20160606:0646,611.69,511.29,320.52,3.0,80.02,31.57,2.14,0.0
20160606:0746,557.16,393.48,358.82,2.71,71.17,31.96,2.34,0.0
20160606:0846,484.53,315.17,331.58,2.35,58.15,32.07,2.69,0.0
20160606:0946,383.65,232.8,272.6,1.87,44.45,31.59,3.86,0.0
20160606:1046,250.89,147.04,191.0,1.3,30.62,30.82,4.9,0.0
20160606:1146,87.99,18.81,115.22,0.5,16.82,30.25,4.9,0.0
20160606:1246,3.39,0.0,13.6,0.05,3.19,29.82,4.62,0.0
20160606:1346,0.0,0.0,0.0,0.0,0.0,29.6,4.21,0.0
20160606:1446,0.0,0.0,0.0,0.0,0.0,29.44,4.48,0.0
20160606:1546,0.0,0.0,0.0,0.0,0.0,29.23,5.52,0.0
20160606:1646,0.0,0.0,0.0,0.0,0.0,28.96,5.17,0.0
20160606:1746,0.0,0.0,0.0,0.0,0.0,28.73,4.34,0.0
20160606:1846,0.0,0.0,0.0,0.0,0.0,28.92,4.83,0.0
20160606:1946,0.0,0.0,0.0,0.0,0.0,28.69,4.41,0.0
20160606:2046,0.0,0.0,0.0,0.0,0.0,28.46,3.59,0.0
20160606:2146,0.0,0.0,0.0,0.0,0.0,28.33,3.03,0.0
20160606:2246,0.0,0.0,0.0,0.0,0.0,28.15,3.24,0.0
20160606:2346,0.0,0.0,0.0,0.0,0.0,28.03,2.69,0.0
20160607:0046,12.31,0.2,28.36,0.1,6.62,28.11,2.55,0.0
20160607:0146,29.58,0.0,53.08,0.18,20.29,28.52,3.24,0.0
20160607:0246,99.02,0.0,142.53,0.49,34.1,29.29,3.72,0.0
20160607:0346,229.05,13.41,292.66,1.06,47.91,30.08,3.59,0.0
20160607:0446,369.83,76.64,410.73,1.7,61.5,30.77,3.93,0.0
20160607:0546,403.36,80.98,453.19,1.86,74.06,31.38,3.79,0.0
20160607:0646,429.5,98.52,470.68,1.99,79.93,31.4,3.79,0.0
20160607:0746,564.62,393.29,357.8,2.71,71.16,31.59,3.59,0.0
20160607:0846,434.32,188.1,386.5,2.05,58.17,31.5,3.45,0.0
20160607:0946,348.64,152.5,307.83,1.67,44.48,31.46,3.79,0.0
20160607:1046,188.93,37.34,220.03,0.92,30.66,30.84,4.0,0.0
20160607:1146,65.28,3.24,97.9,0.36,16.87,30.14,4.34,0.0
20160607:1246,1.95,0.0,10.68,0.04,3.25,29.45,4.9,0.0
20160607:1346,0.0,0.0,0.0,0.0,0.0,28.17,5.1,0.0
20160607:1446,0.0,0.0,0.0,0.0,0.0,26.71,4.55,0.0
20160607:1546,0.0,0.0,0.0,0.0,0.0,26.61,3.45,0.0
20160607:1646,0.0,0.0,0.0,0.0,0.0,26.84,3.1,0.0
20160607:1746,0.0,0.0,0.0,0.0,0.0,27.0,3.31,0.0
20160607:1846,0.0,0.0,0.0,0.0,0.0,27.71,2.83,0.0
20160607:1946,0.0,0.0,0.0,0.0,0.0,27.67,3.17,0.0
20160607:2046,0.0,0.0,0.0,0.0,0.0,27.33,2.28,0.0
20160607:2146,0.0,0.0,0.0,0.0,0.0,27.21,2.0,0.0
20160607:2246,0.0,0.0,0.0,0.0,0.0,27.48,2.69,0.0
20160607:2346,0.0,0.0,0.0,0.0,0.0,27.61,3.03,0.0
20160608:0046,17.95,0.77,36.6,0.14,6.59,27.84,3.72,0.0
20160608:0146,91.59,7.48,126.23,0.47,20.26,28.3,4.0,0.0
20160608:0246,288.87,160.27,220.3,1.42,34.06,28.93,4.21,0.0
20160608:0346,349.06,116.1,340.42,1.62,47.86,29.73,4.07,0.0
20160608:0446,377.38,82.98,412.58,1.73,61.44,30.54,4.34,0.0
20160608:0546,395.56,70.82,449.37,1.81,73.97,30.91,4.69,0.0
20160608:0646,455.55,129.77,473.23,2.11,79.85,30.92,3.66,0.0
20160608:0746,539.52,324.54,392.77,2.57,71.15,31.01,3.24,0.0
20160608:0846,368.34,87.26,399.28,1.71,58.19,30.9,3.52,0.0
20160608:0946,126.19,0.0,176.93,0.61,44.52,30.0,3.93,0.0
20160608:1046,35.24,0.0,60.94,0.21,30.71,29.52,3.72,0.0
20160608:1146,22.35,0.0,43.25,0.15,16.93,29.52,3.86,0.0
20160608:1246,3.4,0.0,13.6,0.05,3.31,29.16,3.52,0.0
20160608:1346,0.0,0.0,0.0,0.0,0.0,28.61,2.34,0.0
20160608:1446,0.0,0.0,0.0,0.0,0.0,28.32,2.55,0.0
20160608:1546,0.0,0.0,0.0,0.0,0.0,27.9,2.21,0.0
20160608:1646,0.0,0.0,0.0,0.0,0.0,27.77,1.79,0.0
20160608:1746,0.0,0.0,0.0,0.0,0.0,27.67,1.45,0.0
20160608:1846,0.0,0.0,0.0,0.0,0.0,28.06,1.66,0.0
20160608:1946,0.0,0.0,0.0,0.0,0.0,28.09,2.0,0.0
20160608:2046,0.0,0.0,0.0,0.0,0.0,28.15,2.76,0.0
20160608:2146,0.0,0.0,0.0,0.0,0.0,28.24,3.59,0.0
20160608:2246,0.0,0.0,0.0,0.0,0.0,28.34,4.28,0.0
20160608:2346,0.0,0.0,0.0,0.0,0.0,28.26,4.21,0.0
20160609:0046,14.25,0.19,31.29,0.11,6.57,28.21,4.21,0.0
20160609:0146,99.09,11.95,131.74,0.51,20.22,28.35,4.48,0.0
20160609:0246,296.68,178.84,209.98,1.46,34.01,28.69,5.24,0.0
20160609:0346,480.37,428.39,188.32,2.3,47.8,29.2,5.59,0.0
20160609:0446,559.76,444.76,280.66,2.64,61.37,29.67,5.17,0.0
20160609:0546,666.58,687.68,188.8,3.2,73.89,30.29,4.55,0.0
20160609:0646,611.63,457.22,350.1,2.91,79.77,31.27,4.76,0.0
20160609:0746,631.95,608.6,227.27,3.06,71.15,31.75,4.48,0.0
20160609:0846,551.32,511.64,214.47,2.69,58.21,32.0,4.21,0.0
20160609:0946,423.33,349.08,205.32,2.09,44.56,31.59,4.48,0.0
20160609:1046,185.58,33.25,219.28,0.9,30.75,30.94,5.1,0.0
20160609:1146,98.65,39.53,113.17,0.62,16.98,30.05,4.62,0.0
20160609:1246,2.41,0.0,11.65,0.04,3.37,29.71,4.69,0.0
20160609:1346,0.0,0.0,0.0,0.0,0.0,29.39,5.45,0.0
20160609:1446,0.0,0.0,0.0,0.0,0.0,29.26,5.93,0.0
20160609:1546,0.0,0.0,0.0,0.0,0.0,29.19,5.66,0.0
20160609:1646,0.0,0.0,0.0,0.0,0.0,28.95,5.45,0.0
20160609:1746,0.0,0.0,0.0,0.0,0.0,28.56,4.69,0.0
20160609:1846,0.0,0.0,0.0,0.0,0.0,28.94,5.66,0.0
20160609:1946,0.0,0.0,0.0,0.0,0.0,28.73,5.45,0.0
20160609:2046,0.0,0.0,0.0,0.0,0.0,28.59,5.38,0.0
20160609:2146,0.0,0.0,0.0,0.0,0.0,28.48,5.24,0.0
20160609:2246,0.0,0.0,0.0,0.0,0.0,28.35,4.97,0.0
20160609:2346,0.0,0.0,0.0,0.0,0.0,28.2,4.69,0.0
20160610:0046,14.25,0.18,31.29,0.11,6.54,28.09,4.48,0.0
20160610:0146,123.38,35.03,142.37,0.66,20.19,28.41,4.48,0.0
20160610:0246,248.68,82.53,246.37,1.19,33.97,29.25,5.1,0.0
20160610:0346,454.17,351.41,236.53,2.17,47.75,30.17,5.17,0.0
20160610:0446,586.41,552.94,212.67,2.81,61.31,30.96,4.97,0.0
20160610:0546,669.25,699.33,180.96,3.22,73.8,31.99,5.59,0.0
20160610:0646,614.77,467.16,344.1,2.92,79.7,32.3,5.52,0.0
20160610:0746,589.93,457.64,321.81,2.82,71.14,32.36,4.97,0.0
20160610:0846,559.42,531.22,201.72,2.72,58.23,32.24,5.1,0.0
20160610:0946,303.27,79.18,321.8,1.43,44.59,31.85,5.1,0.0
20160610:1046,180.74,29.18,217.55,0.88,30.8,31.26,5.03,0.0
20160610:1146,101.09,57.67,103.22,0.68,17.04,30.74,4.55,0.0
20160610:1246,3.89,0.0,14.57,0.05,3.43,30.19,4.48,0.0
20160610:1346,0.0,0.0,0.0,0.0,0.0,29.87,4.97,0.0
20160610:1446,0.0,0.0,0.0,0.0,0.0,29.71,5.24,0.0
20160610:1546,0.0,0.0,0.0,0.0,0.0,29.58,4.83,0.0
20160610:1646,0.0,0.0,0.0,0.0,0.0,29.54,4.62,0.0
20160610:1746,0.0,0.0,0.0,0.0,0.0,29.51,4.55,0.0
20160610:1846,0.0,0.0,0.0,0.0,0.0,29.68,4.83,0.0
20160610:1946,0.0,0.0,0.0,0.0,0.0,29.36,4.69,0.0
20160610:2046,0.0,0.0,0.0,0.0,0.0,29.05,4.62,0.0
20160610:2146,0.0,0.0,0.0,0.0,0.0,28.78,4.48,0.0
20160610:2246,0.0,0.0,0.0,0.0,0.0,28.53,4.55,0.0
20160610:2346,0.0,0.0,0.0,0.0,0.0,28.28,4.48,0.0
20160611:0046,14.24,0.17,31.29,0.11,6.51,28.19,4.21,0.0
20160611:0146,86.07,5.21,121.49,0.44,20.15,28.67,4.0,0.0
20160611:0246,293.49,177.66,209.9,1.45,33.93,29.61,4.48,0.0
20160611:0346,477.27,443.01,177.47,2.32,47.7,30.55,4.48,0.0
20160611:0446,594.56,605.49,177.5,2.88,61.24,31.55,4.21,0.0
20160611:0546,643.38,636.59,221.91,3.13,73.72,32.42,4.07,0.0
20160611:0646,590.01,417.35,371.89,2.83,79.64,33.0,4.14,0.0
20160611:0746,634.5,643.77,203.73,3.11,71.15,33.43,4.34,0.0
20160611:0846,540.11,491.49,227.13,2.66,58.26,33.36,3.79,0.0
20160611:0946,439.3,430.57,151.55,2.23,44.63,33.07,3.59,0.0
20160611:1046,264.3,197.7,162.99,1.42,30.84,32.65,3.86,0.0
20160611:1146,102.17,71.29,95.09,0.73,17.09,31.65,4.14,0.0
20160611:1246,6.03,0.0,18.45,0.06,3.49,30.74,4.21,0.0
20160611:1346,0.0,0.0,0.0,0.0,0.0,30.3,4.48,0.0
20160611:1446,0.0,0.0,0.0,0.0,0.0,30.1,4.69,0.0
20160611:1546,0.0,0.0,0.0,0.0,0.0,29.9,4.41,0.0
20160611:1646,0.0,0.0,0.0,0.0,0.0,29.91,4.21,0.0
20160611:1746,0.0,0.0,0.0,0.0,0.0,29.73,4.28,0.0
20160611:1846,0.0,0.0,0.0,0.0,0.0,29.61,4.21,0.0
20160611:1946,0.0,0.0,0.0,0.0,0.0,29.27,4.0,0.0
20160611:2046,0.0,0.0,0.0,0.0,0.0,28.94,3.72,0.0
20160611:2146,0.0,0.0,0.0,0.0,0.0,28.67,3.66,0.0
20160611:2246,0.0,0.0,0.0,0.0,0.0,28.44,3.59,0.0
20160611:2346,0.0,0.0,0.0,0.0,0.0,28.21,3.66,0.0
20160612:0046,18.42,0.83,37.31,0.15,6.48,28.11,3.72,0.0
20160612:0146,143.53,97.27,115.33,0.87,20.11,28.73,3.79,0.0
20160612:0246,318.36,260.75,159.61,1.62,33.88,29.72,4.41,0.0
20160612:0346,476.23,441.88,177.43,2.31,47.65,30.69,4.55,0.0
20160612:0446,588.19,583.39,191.1,2.85,61.18,31.77,4.34,0.0
20160612:0546,653.79,685.03,188.68,3.19,73.65,32.68,4.07,0.0
20160612:0646,683.13,764.58,153.7,3.36,79.58,33.62,4.28,0.0
20160612:0746,627.93,643.56,203.7,3.11,71.15,34.14,3.66,0.0
20160612:0846,528.9,472.47,239.85,2.63,58.29,34.27,2.97,0.0
20160612:0946,425.4,400.0,171.91,2.18,44.67,34.06,2.41,0.0
20160612:1046,269.9,222.76,146.96,1.47,30.89,32.95,3.45,0.0
20160612:1146,101.25,52.51,107.66,0.67,17.14,31.54,4.34,0.0
20160612:1246,7.75,0.0,21.36,0.07,3.55,30.47,5.24,0.0
20160612:1346,0.0,0.0,0.0,0.0,0.0,30.05,5.52,0.0
20160612:1446,0.0,0.0,0.0,0.0,0.0,29.73,6.21,0.0
20160612:1546,0.0,0.0,0.0,0.0,0.0,28.92,5.86,0.0
20160612:1646,0.0,0.0,0.0,0.0,0.0,27.87,4.97,0.0
20160612:1746,0.0,0.0,0.0,0.0,0.0,27.47,4.07,0.0
20160612:1846,0.0,0.0,0.0,0.0,0.0,29.5,3.72,0.0
20160612:1946,0.0,0.0,0.0,0.0,0.0,29.23,3.93,0.0
20160612:2046,0.0,0.0,0.0,0.0,0.0,28.96,4.07,0.0
20160612:2146,0.0,0.0,0.0,0.0,0.0,28.69,4.0,0.0
20160612:2246,0.0,0.0,0.0,0.0,0.0,28.46,3.86,0.0
20160612:2346,0.0,0.0,0.0,0.0,0.0,28.32,3.79,0.0
20160613:0046,13.57,0.16,30.31,0.11,6.44,28.38,3.86,0.0
20160613:0146,137.21,72.64,128.47,0.8,20.07,28.93,4.0,0.0
20160613:0246,325.39,291.1,138.96,1.67,33.83,29.9,4.41,0.0
20160613:0346,471.55,424.74,188.14,2.29,47.59,30.61,4.62,0.0
20160613:0446,594.96,604.09,176.46,2.88,61.12,31.39,4.55,0.0
20160613:0546,587.17,429.61,347.13,2.8,73.57,32.24,4.83,0.0
20160613:0646,657.93,646.77,231.59,3.2,79.52,33.21,4.69,0.0
20160613:0746,578.49,457.21,320.72,2.82,71.16,33.9,3.72,0.0
20160613:0846,555.41,572.02,174.38,2.78,58.32,34.21,3.17,0.0
20160613:0946,362.73,198.2,289.81,1.79,44.71,33.97,2.55,0.0
20160613:1046,258.66,183.83,172.06,1.39,30.94,33.24,2.55,0.0
20160613:1146,103.11,71.99,95.96,0.74,17.19,31.94,3.24,0.0
20160613:1246,6.06,0.0,18.45,0.06,3.61,29.7,3.79,0.0
20160613:1346,0.0,0.0,0.0,0.0,0.0,28.38,3.17,0.0
20160613:1446,0.0,0.0,0.0,0.0,0.0,27.97,2.14,0.0
20160613:1546,0.0,0.0,0.0,0.0,0.0,27.83,2.34,0.0
20160613:1646,0.0,0.0,0.0,0.0,0.0,27.77,2.76,0.0
20160613:1746,0.0,0.0,0.0,0.0,0.0,27.71,3.1,0.0
20160613:1846,0.0,0.0,0.0,0.0,0.0,28.62,3.38,0.0
20160613:1946,0.0,0.0,0.0,0.0,0.0,28.68,3.59,0.0
20160613:2046,0.0,0.0,0.0,0.0,0.0,28.61,3.72,0.0
20160613:2146,0.0,0.0,0.0,0.0,0.0,28.52,3.79,0.0
20160613:2246,0.0,0.0,0.0,0.0,0.0,28.33,3.79,0.0
20160613:2346,0.0,0.0,0.0,0.0,0.0,28.11,3.86,0.0
20160614:0046,18.79,1.07,37.81,0.16,6.41,27.99,4.0,0.0
20160614:0146,138.5,78.44,125.1,0.81,20.03,28.65,3.79,0.0
20160614:0246,312.85,245.09,168.46,1.59,33.79,29.67,4.21,0.0
20160614:0346,469.65,423.65,188.11,2.28,47.54,30.72,4.34,0.0
20160614:0446,585.74,581.14,191.04,2.84,61.06,31.82,4.21,0.0
20160614:0546,644.97,658.92,205.19,3.16,73.51,32.84,3.86,0.0
20160614:0646,643.64,609.86,255.1,3.15,79.48,33.47,4.07,0.0
20160614:0746,555.92,391.41,357.52,2.7,71.18,33.88,3.45,0.0
20160614:0846,271.41,19.75,349.57,1.28,58.35,34.38,2.55,0.0
20160614:0946,192.17,7.82,258.31,0.92,44.75,34.36,2.21,0.0
20160614:1046,210.12,60.73,225.44,1.04,30.99,30.97,2.62,0.0
20160614:1146,97.57,31.8,118.17,0.59,17.25,30.75,2.62,0.0
20160614:1246,4.95,0.0,16.51,0.06,3.67,29.94,2.9,0.0
20160614:1346,0.0,0.0,0.0,0.0,0.0,29.36,2.76,0.0
20160614:1446,0.0,0.0,0.0,0.0,0.0,28.8,3.72,0.0
20160614:1546,0.0,0.0,0.0,0.0,0.0,28.16,3.66,0.0
20160614:1646,0.0,0.0,0.0,0.0,0.0,27.83,3.79,0.0
20160614:1746,0.0,0.0,0.0,0.0,0.0,27.7,3.79,0.0
20160614:1846,0.0,0.0,0.0,0.0,0.0,29.05,4.07,0.0
20160614:1946,0.0,0.0,0.0,0.0,0.0,29.11,4.14,0.0
20160614:2046,0.0,0.0,0.0,0.0,0.0,29.1,4.14,0.0
20160614:2146,0.0,0.0,0.0,0.0,0.0,29.0,3.93,0.0
20160614:2246,0.0,0.0,0.0,0.0,0.0,28.81,3.86,0.0
20160614:2346,0.0,0.0,0.0,0.0,0.0,28.67,4.21,0.0
20160615:0046,6.24,0.0,18.68,0.06,6.37,28.57,4.41,0.0
